id,name,state,stars,reviews,yelp_category
_id_9OCsSHr6OCSyR91BFIbszQ,Other,LA,3.5,997,Seafood
_id_ezB8e2rijjViprrcTdIiQQ,La Teresita Cafe,FL,4,995,Seafood
_id_RRCgIohWjaeGtlbpcYJBbw,Other,FL,4.5,992,American
_id_nYPzsOjvida-ne7swSPHpA,Santo Mezcal,CA,4.5,990,American
_id_8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,CA,4.5,983,American
_id_g-IXI3v3fOudMsyLPKb-eQ,Ruby Slipper Cafe,LA,4,983,American
_id_BHnCAV4_hgqgNZGdfXNJkA,Cajun,LA,4,981,Seafood
_id_U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,CA,4,980,Asian Fusion
_id_V2xSuNLZb6QAb7GdNkI3rg,The Frog Pond,FL,4.5,969,Breakfast
_id_Z4PF4EtM12L7nwOHZHFJNA,Seed,LA,4,967,American
_id_ZfOS7Mz-iGseNxBhlhXm_w,Lucky Dill Deli,FL,3.5,965,American
_id_k-tHn9uxgWdq1ROHqwc-lw,Shells Seafood  - St Pete Beach,FL,4.5,965,Seafood
_id_NIQWO-Q_F598XlAvZnFVCA,Eureka!,CA,4,961,American
_id_z_7TZeTXsDH6MmkPHQN8nQ,Ella's Americana Folk Art Cafe,FL,4,961,American
_id_CoZ2mpsMBP8HUG1ymKoZTg,Other,CA,4,954,American
_id_QA8QLpwf_YT9C2ST5YJ0vw,Other,LA,3.5,954,Cajun
_id_b7V_5q22_eTeHlYzq1bpFw,Harbor Seafood & Oyster Bar,LA,4,954,Seafood
_id_C26xmwM2_OgJJi2BbL3KkQ,Dickie Brennan's Steakhouse,LA,4,954,Seafood
_id_oFbwMxqaCJfIzAEmwaXD3Q,Johnny Sanchez,LA,4,944,Mexican
_id_yoQBK3OUDqWEFoUDE5lM4w,Other,LA,3,938,Cajun
_id__MWbuRiTqbWEjlfxRAvzWQ,Cristino's Coal Oven Pizza,FL,4.5,936,Pizza
_id_ECOUuwE5H1HHE8xBfNAjFg,Crescent City Brewhouse,LA,3.5,929,American
_id_GSOLNXG5-IPvNj0DPf3kOQ,Irene's,LA,4.5,920,Italian
_id_KSYONgGtrK0nKXfroB-bwg,Loquita,CA,4.5,914,Seafood
_id_5SbXk54zWe22jg95R-8Fjw,The Stein & Vine,FL,4.5,908,American
_id_hXvf5a798WvQtFn0Zbh2yw,Caddy's Treasure Island,FL,3.5,908,American
_id_UnBs9SfFGQ7TpE_3uYIqfg,Charley's Steak House,FL,4,908,Seafood
_id_H5Rk-aunuEzGANXCBu-NPQ,Miguel's Mexican Seafood & Grill,FL,4,907,Mexican
_id_3wo9jODQnuvBm8Gkem6qXg,Ruby Slipper Cafe,LA,4,904,American
_id_TNTBObKmICMn13T0pyAGyg,BellaBrava,FL,4,904,Italian
_id__LgI5387qAmMuS8i6h69cg,Meril,LA,4,900,American
_id_thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,CA,4,897,American
_id_8eDkw7CE0NKqMknPIu26fw,Two Chicks Cafe,LA,4.5,888,American
_id_mRpk0A4u0hnF0lNe1h4hGg,Bearcat Cafe,LA,4.5,886,Vegan
_id_1FURjeGJi_LBXcJQg8eskw,Padaro Beach Grill,CA,4.5,885,American
_id_FkmUQqJCjgAYSlckQL0umw,Cajun,LA,4,881,American
_id_ZTctPm8-lBy0iJ9dFhYhyQ,Herbsaint,LA,4,879,Seafood
_id_yb2vAoH3E-R11yWmnT570w,Taco Bus,FL,3.5,875,Mexican
_id_Cbktlvci_z4HwdqPUW-5cg,Cafe Maspero,LA,3,873,Seafood
_id_jar_5KMQZtgOseRdUN3L0w,Sucré,LA,4,872,Bakeries
_id_MJI-bNIn3QDgiGggm9Wp1w,Other,CA,3,871,American
_id_yE6aDcbbK8pmvNroXnQYQA,Other,LA,4.5,866,Sandwitches
_id_6-ixjryKFrCgue3JaHnvXQ,Pearly's Beach Eats,FL,4.5,864,American
_id_e1WJ1qcgF2TBkoYzopeTgQ,Adolfo's,LA,4,863,Italian
_id_tf6S06LD09IFDHUpOPqPaw,East Beach Tacos,CA,4.5,856,American
_id_wIz_tZ88bj4W3VlrJTiiqQ,edison: food+drink lab,FL,4,848,American
_id_lqyYsXBAO6cVGR0cPCeydg,Frenchy's Saltwater Cafe,FL,4,845,American
_id_X0vPZIkbUj22afBQz5-neA,Ford's Garage,FL,3.5,839,American
_id_XF2SR4yNnIOGRGH9goofuA,Cassis St. Pete,FL,3.5,834,American
_id_9b-LZWsj75mmfMYuChXDkg,Ciro's,FL,4,833,American
_id_oCbJpGl8IkH1WdYa25TDBA,Morrow's,LA,4,831,Seafood
_id_5vObJIHLO-QOMrw_MvC4rA,The Worker Bee Cafe,CA,4,828,American
_id_cd-rz-piYMftZtbFU82x8g,Mr. Dunderbak's,FL,4.5,825,American
_id_Dzm1y59cLFt8OjTsZRUC6w,Circles Waterfront at Lands End Marina,FL,4,822,Seafood
_id_60PRpOidld9weYzjWwlMaQ,Meals From The Heart Cafe,LA,4.5,819,American
_id_swVdc9piXvG0AXwL-F0GfQ,Other,LA,4.5,819,American
_id_f3eve2cxUIzyanWnHdMtFQ,Corazon Cocina,CA,4.5,813,American
_id_MbzgGsMQpGyVrUJXi_Jw0Q,Dawn Patrol,CA,4,807,American
_id_vj6AetpADpHOYtMRZsXX3g,Los Agaves,CA,4,807,American
_id_3Z4rhPFO6XWJRQipEIZCWA,Casa Tina,FL,3.5,806,Mexican
_id_z4pCmH_yphNtse3ySNCzFw,Palm Pavilion Beachside Grill & Bar,FL,3.5,805,American
_id_I0I2mkCOPTYVSLpc8A8VVw,Compère Lapin,LA,4.5,804,American
_id_CG1Bb2MTraJYTHCPFm72XA,Red Dog Diner,LA,4.5,800,American
_id_HyZCLz5O3n24ne8gLgfvCQ,Stillwaters Tavern,FL,4,798,American
_id__h94BxrrFKPvzUIRx3Xkhg,Saints And Sinners,LA,3.5,796,Seafood
_id_AhVvuzwWQU__CligbY4r0Q,Juan's Flying Burrito,LA,4,794,Mexican
_id_DvBdqAA3XleMaOMwBl7g4g,Kona Grill - Tampa,FL,3.5,792,American
_id_ecI3FBTM0f99Fnml3kNKfg,Other,LA,3.5,792,Cajun
_id_YvrV_Tc9syF2Wch0HOIT3A,Flamingo A-Go-Go,LA,3.5,791,American
_id_27zlxlmlQu9KBr5Vj4MGeg,Pickles & Swiss,CA,4.5,790,American
_id_kxOR-Z62MnMUlCZWQmd2iQ,Other,FL,4,789,Bars
_id_04l8PYcuYQeEkEhJCbhtOA,Ruby Slipper Cafe,LA,4.5,788,American
_id_dgyKoIYEYrmRK_hktWBZdA,The Getaway,FL,3,788,American
_id_BY-du320SIHBR9MYUrZSZg,Keegan's Seafood Grille,FL,4,787,American
_id_Fs4T7lKpXVtD5Pz7jWSJeg,Coquette,LA,4.5,784,American
_id_GVWcwqUD-ekCMQ0x2Ke6Ww,Ocean Prime,FL,4.5,781,American
_id_hS6KNGCQVTYUdLb2edt58g,Steamboat Natchez,LA,3.5,780,Other
_id_4WdDY97x4GdMYtyk1KQMnw,Lilly's Cafe,LA,4.5,777,American
_id_Ppy-UN5RptIog4AvNnAM-g,Acme Oyster House,LA,4,775,Seafood
_id_j4kYliTkKf7k-oDqVgyXYA,Manning's Sports Bar and Grill,LA,3,774,American
_id_Q4h1hSX21mzSEUfZ6iU3iQ,Rumba Island Bar & Grill,FL,4,771,Seafood
_id_oqP1oQEycpp4J6u5YebRoQ,American Social,FL,3.5,768,American
_id_zbrIMldF_O1ZQ0vpUaaa8A,Bluewater Grill - Santa Barbara,CA,4,768,American
_id_jXrhIVKcJ-upvglUmfC1pA,Clover Grill,LA,3.5,768,Burgers
_id_m4kvY0viCwxqRtgOycnKVQ,Mony's Mexican Food,CA,4.5,768,Mexican
_id_P-TC0VSnUsct3NhYrj5xOA,Thinh An Kitchen & Tofu,FL,4.5,768,Vietnamese
_id_zWfzgYe2nT9mHYm_vl1Ukw,Mopho,LA,4,767,American
_id_v1Uesklh8DpEufYOhTq4iA,Mar Monte Hotel - Hyatt,CA,2.5,767,Other
_id_0ZsqqzHu1HHkDdIKoivi5g,Goody Goody Burgers,FL,3.5,766,Burgers
_id_UuRZpgZsHX7PyykHV3wbZg,Crushcakes & Cafe,CA,4,761,Bakeries
_id_oDETvkVkHw7CjZj7ZOZFOQ,Cajun,LA,4,757,Bars
_id_0a9Miij7BFmKm83Iqni5sA,Capital Tacos,FL,4,754,Mexican
_id_M2h3vq8WeSiQAmyJtrPvbQ,Emeril's Delmonico,LA,4,751,American
_id_2N97axWHko3rzyzOGCxxBA,URBAN Brew and BBQ,FL,4,749,American
_id_q6hWVlVeiCgMgM22wt1wfw,The Company Burger,LA,4,748,Burgers
_id_mc9V_wG4QyRYew9_S8R44A,Eddie V's Prime Seafood,FL,4.5,748,Seafood
_id_TzkVUJab9Sh0CqDk2sCF-w,Bayona,LA,4,746,American
_id_WNhcS2zi4zAqA2TbduVINQ,Cleo's,LA,4,746,Mediterranean
_id_BjBDHqHhMXSxgyVipccznQ,Rusty Pelican - Tampa,FL,4,745,American
_id_1Tb7ION52mf2I7wXJY9HAw,Portillo's Hot Dogs,FL,3.5,744,Burgers
_id_R9TBf8VqGQ83kvdIxkC9RQ,Other,LA,3.5,742,Sandwitches
_id_SwBhaxfQPbyhsi0QHUAN0A,Seminole Hard Rock Hotel & Casino Tampa,FL,2.5,739,Burgers
_id_n_7EQxn0ciucIOJfpWVaTQ,Saigon Deli,FL,4.5,738,Vietnamese
_id_J5SlGtKZglJk3VB6C3lrNg,Island Way Grill,FL,3.5,737,Seafood
_id_pc8D9b_rnL_I8ak91tKjsg,Rocco's Tacos and Tequila Bar - Tampa,FL,3.5,736,Mexican
_id_HuawlT4tXzCXL8ftyvCZ0Q,Topgolf,FL,4,734,American
_id_ObHsdZKeFSvoPJT8D0r1yA,The Avenue DTSP,FL,3.5,734,American
_id_iBBV8vesQ8fo2IQA7an1JA,Jane,CA,4,733,American
_id_CkENBnSJFfPA1hY0qrqfCg,Carlitos Cafe Y Cantina,CA,3.5,731,Mexican
_id_i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,CA,4,730,Italian
_id_RGXb-3iUuaORNWB_nt_RcQ,Other,LA,4.5,730,Seafood
_id_03dIEDBsDERr6Osmey-udQ,Steelbach at Armature Works,FL,4,727,American
_id_nB0dV8yPv29F3-CFMPG8cw,Joe's Cafe,CA,3.5,726,American
_id_BuQGsltd3B4L_HRCP2jpTQ,Other,LA,4,725,Other
_id_wK2G-v74dCEzmGEUtKgOKQ,Dr. BBQ,FL,4,722,American
_id_g0cUlBQ2pGRxWtL6qwyeIg,Clear Sky Draught Haus,FL,4,719,American
_id_jQPg8OKiSVa-fwvd-XGzLQ,Evangeline,LA,4,719,American
_id_oe-iacnzvyHV8zxaNqCf7A,Other,LA,4,718,Breakfast
_id_H5KRna9A6mDQEJ2ZN0zL6g,La Petite Grocery,LA,4,715,American
_id_H41S-qS3NOUJSbIqWTuyIA,Paddlewheeler Creole Queen,LA,4,713,Cajun
_id_4e9tguRcMc4S5hzBlfC62A,The Farm and Fisherman Tavern,NJ,4,709,American
_id_4wDo72kKuceoLw8Uu_Y_RQ,Pia's Trattoria,FL,4.5,709,Italian
_id_nB7LcJIvZr-EbJj4oFZf-A,Daisy Dukes Express,LA,4,707,American
_id_fF0aVsxyI51ZfCZoN-F5GQ,Soho Sushi,FL,4,707,Japanese
_id__QkJXxFedFQSp8U6rDICtA,The Cheesecake Factory,FL,3.5,705,American
_id_bPVPZeqMuYtU_yGCb4P-jg,Empty Bowl Gourmet Noodle Bar,CA,4.5,705,Asian Fusion
_id_hPd6uMCjNglnOwwHpkY5Tg,Felipe's Mexican Taqueria - French Quarter,LA,3.5,705,Mexican
_id_a6J0Jq1GJ6Shk-L10Bp6Cw,Buya,FL,4,703,Japanese
_id_mYMPepp0QIZRk_52pWzeoA,Seasons 52,FL,4,701,American
_id_q_PFmdGcKx2H7z2ze8H26w,Wright's Gourmet House,FL,4.5,701,American
_id_w0lcP2ngFaUpBGi5yzlYDw,Yah Mon,FL,4.5,697,Caribbean
_id_FTFaEinJgzqY0ZHQMUSpQQ,The Brewhouse,CA,3.5,696,American
_id_7L0WAmZ0fP5hKzdhVAkIhQ,Curry Leaves Indian Cuisine,FL,4.5,695,Indian
_id_QvB0NRTGDplwnfPZGq8chw,Other,FL,4,686,American
_id_RnURR_OfKGejCsEshpS0ww,Hula Bay Club,FL,3.5,686,Seafood
_id_wVrJOXjRrPKIfZbNnrl3ow,Pizza Delicious,LA,4,678,Italian
_id_x3Ifr1jj2Qu7JDZto6Kbfg,Crabby's Dockside,FL,4,677,American
_id_zljfjg_zTL3ceGi_Vr4OFw,Sheraton New Orleans Hotel,LA,3,673,Cajun
_id_zFcE7bQ2oDfwpPgl_PxOTA,Oystercatchers,FL,4,672,American
_id_o4IiNbNybcy-L4vzTSoDJw,Ca' Dario,CA,4,672,Italian
_id_stqWlKEgXweNQSsxOsHjVA,Mahony's Po-Boys & Seafood  - Uptown,LA,3.5,671,American
_id_OSi2ColCxhS9oCoAUNbPig,Other,LA,4,669,Cajun
_id_UakVMT3xrpbFB2pHdxPjnw,Crown & Bull,FL,3.5,668,American
_id_NHdE_ObFj7OjQBB3jjqBNQ,Other,LA,4,666,Cajun
_id_SBtjW_pKw3XaOKtKAavWZg,Maïs Arepas,LA,4.5,665,American
_id_L-YdO_NODKXXT3bkS0nUpg,RumFish Grill,FL,3.5,664,American
_id_FdoqtMadj4ybDAL7S-yUBQ,Summerland Beach Cafe,CA,4,663,American
_id_pi1CtS1L_Rd1NcmO-un1cQ,Fresh Kitchen,FL,4.5,663,American
_id_U_U6C9AF7xmQijTTUFRzkQ,Crabby's Bar & Grill,FL,3.5,662,American
_id_34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,CA,4,659,American
_id_OIbh0ZOemmphJR4Att3E6A,Doris Metropolitan,LA,4.5,659,American
_id_RUgNtJ046NNtlya4-qUB3w,Sloppy Joe's,FL,3.5,657,American
_id_l_slvEnh4v3W8BXF1gYlcQ,Baja Sharkeez,CA,3.5,655,Mexican
_id_LkCFcD-5QyNIUnEfO78npw,Chartres House,LA,3.5,655,Seafood
